Nodes,Edges,Lmax,Avg_Degree,Density,Avg_Cluster,N_Connected_Component,Len_CC,First_Component_Length,Is_Connected,Diameter,Avg_Shortest_Path,Date,TimeVal,Month
207,345,21321.0,3.333333333333333,0.016181229773462782,0.7853252632047445,"['rate-limiting', 'openresty', 'nginx', 'luajit']",28,4,False,1,1.0,Nov 05,2020-11-05,11
308,609,47278.0,3.954545454545455,0.012881255552265323,0.8253129090819831,"['travis-ci', 'continuous-integration', 'github-actions', 'github']",26,4,False,2,1.3333333333333333,Nov 06,2020-11-06,11
224,413,24976.0,3.6875,0.016535874439461886,0.7711754445407281,"['terraform', 'kubernetes', 'phpmyadmin', 'laravel', 'syslog-ng', 'prometheus', 'postgresql', 'kubernetes-helm', 'logging', 'php', 'terraform-provider-gcp', 'kubectl', 'laravel-8', 'docker', 'asp.net-core']",20,15,False,3,2.0476190476190474,Nov 07,2020-11-07,11
306,638,46665.0,4.169934640522876,0.013671916854173363,0.8407468967498564,"['filesize', 'remove', 'friend', 'templates', 'libtorch', 'qt', 'language-lawyer', 'constexpr', 'std-variant', 'c++17', 'c++', 'sfinae', 'torch', 'compile-time', 'visual-c++', 'c++14', 'erase-remove-idiom', 'file-io', 'cpu', 'string', 'openmp', 'allocation', 'rdp', 'vector', 'parallel-processing', 'winapi']",18,26,False,2,1.84,Nov 08,2020-11-08,11
344,685,58996.0,3.982558139534884,0.011610956675028816,0.8007865661510509,"['material-components-android', 'google-play-console', 'vue-cli-4', 'azure', 'android-studio', 'ios', 'react-redux', 'google-cloud-firestore', 'static', 'javascript', 'sass', 'ellipsis', 'user-interface', 'deploying', 'routes', 'google-api-php-client', 'button', 'console', 'spaceship-operator', 'ofstream', 'vue-component', 'vercel', 'java-14', 'apache-kafka', 'css-purge', 'post-increment', 'mongodb', 'tailwind-css', 'go', 'gtk', 'microservices', '.net-core', 'gradle-plugin', 'blazor-server-side', 'json', 'recursion', 'text', 'special-characters', 'jvm', 'entity-framework', 'mini-css-extract-plugin', 'vuex', 'docker-compose', 'c++11', 'integer', 'mdc-components', 'in-app-subscription', 'clang-tidy', 'ubuntu', 'knex.js', 'database', 'mongoose', 'gradle', 'mocha.js', 'firebase-cli', 'redux-toolkit', 'unity3d', 'lvalue-to-rvalue', 'electron', 'google-calendar-api', 'c++', 'firebase', 'angular7', 'java', 'stack-overflow', 'android-constraintlayout', 'ansible', 'azure-cli', 'model', 'wildwebdeveloper', 'reactjs', 'switch-expression', 'css', 'collections', 'vstack', 'firebase-cloud-messaging', 'eclipse', 'android-sdk-tools', 'ssl', 'jvm-hotspot', 'httplistener', 'asp.net', 'cmake', 'snackbar', 'hikaricp', 'android-gradle-plugin', 'nullable-reference-types', 'boost-asio', 'ts-jest', 'summernote', 'create-react-app', 'mongodb-query', 'mathjax', 'php', 'android', 'vscode-debugger', 'material-ui', 'native', 'redux', 'android-motionlayout', 'eloquent', 'boost', 'angular-cli', 'vue-cli', 'spring-security', 'audio', 'dependent-type', 'android-recyclerview', 'rx.net', 'vue-router', 'angular', 'macos', 'android-10.0', 'docker', 'comma', '.net', 'android-emulator', 'html', 'vscode-settings', 'swiftui', 'smart-pointers', 'clang', 'angular-material', 'asp.net-core', 'iis', 'spring', 'nginx', 'ecmascript-6', 'typescript', 'type-inference', 'iphone', 'misra', 'hstack', 'c#-8.0', 'keystore', 'jenkins', 'circuit-breaker', 'angularjs', 'hotspot', 'implicit-conversion', 'google-pixel', 'c#', 'ionic-framework', 'list', 'tree', 'authentication', 'comparison-operators', 'dart', 'swift', 'nodeservices', 'paste', 'postgresql', 'spring-boot', 'npgsql', 'bson', 'gadt', 'node.js', 'firebase-remote-config', 'qt', '.net-core-3.1', 'avd', 'heroku', 'vuejs2', 'react-hooks', 'system.reactive', 'express', 'asp.net-core-3.1', 'copy-constructor', 'xamarin', 'windows', 'flutter', 'paytm', 'arrays', 'pattern-matching', 'vue-cli-3', 'android-sdk-manager', 'interop', 'instance', 'jquery', 'laravel', 'animation', 'browser-cache', 'c', 'build.gradle', 'unique-ptr', 'eslint', 'haskell', 'post-processing', 'podfile', 'single-quotes', 'curl', 'jestjs', 'unit-testing', 'webpack', 'css-filters', 'c++20', 'vue.js', 'xcode', 'vetur', 'visual-studio-code', 'encryption', 'aggregation-framework', 'azure-storage-blobs']",20,203,False,10,4.280251670487246,Nov 09,2020-11-09,11
370,742,68265.0,4.010810810810811,0.010869405991357209,0.8040390306951032,"['google-cloud-ml', 'keras', 'phpmyadmin', 'python-3.7', 'model-fitting', 'faunadb', 'android-studio', 'ios', 'react-redux', 'stack-navigator', 'pki', 'rust-tokio', 'javascript', 'react-testing-library', 'data.table', 'entity-framework-core', 'checkbox', 'button', 'router', 'vue-component', 'jvm-bytecode', 'localbroadcastmanager', 'progressive-web-apps', 'apache-kafka', 'keyframe', 'sed', 'aws-lambda', 'material-design', 'junit', 'mongodb', 'npm', 'pathlib', 'thread-safety', 'react-apollo-hooks', 'rpy2', 'r', '.net-core', 'conda-forge', 'json', 'depottools', 'string', 'github', 'blazor', 'serialization', 'objective-c', 'python-asyncio', 'jvm', 'cytoscape.js', 'forms', 'ggplot2', 'object', 'google-maps', 'docker-compose', 'security', 'webview', 'jenkins-pipeline', 'compiler-construction', 'navigation', 'webpack-dev-server', 'loops', 'character', 'service-worker', 'django-rest-framework', 'tensorflow', 'javap', 'vectorization', 'tcp', 'react-bootstrap', 'caching', 'react-native-fs', 'shift', 'dagre-d3', 'rlang', 'show', 'firebase', 'react-state-management', 'java', 'next.js', 'android-constraintlayout', 'multithreading', 'logical-or', 'series', 'numpy', 'opencv', 'async-await', 'avx2', 'reactjs', 'ruby-on-rails', 'replicaset', 'info.plist', 'gam', 'alpine.js', 'css', 'roxygen2', 'time-series', 'trix', 'react-navigation-v5', 'python-3.x', 'gesturedetector', 'java-stream', 'dataframe', 'pysftp', 'avx', 'bert-language-model', 'http', 'ssl', 'dice', 'ef-core-3.1', 'matplotlib', 'asp.net', 'asp.net-dynamic-data', 'service', 'yarnpkg', 'parsing', 'rider', 'this', 'angular2-routing', 'settings', 'create-react-app', 'ssh', 'react-native', 'rails-activerecord', 'system.memory', 'android', 'performance', 'material-ui', 'sign-in-with-apple', 'php', 'llvmlite', 'javafx', 'blazor-webassembly', 'mariadb', 'scipy', 'rest-client', 'gcp-ai-platform-training', 'react-apollo', 'visual-studio-code', 'spring-security', 'flutter-plugin', 'colors', 'kafka-python', 'aggregate', 'intrinsics', 'django', 'dplyr', 'webpack-splitchunks', 'vue-router', 'server-side-rendering', 'angular', 'docker', '.net', 'tidyeval', 'mysql', 'conda', 'html', 'foreach', 'swiftui', 'cache-control', 'mean', 'ggplotly', 'authorization', 'url', 'static-typing', 'skiasharp', 'polymorphism', 'rust', 'npm-install', 'github-actions', 'building-github-actions', 'asp.net-core', 'django-rest-auth', 'd3.js', 'dagre', 'piecewise', 'spring', 'nginx', 'google-analytics', 'html-webpack-plugin', 'java-11', 'pytorch', 'simd', 'airflow', 'jupyter-notebook', 'typescript', 'scrapy', 'nestjs', 'ecmascript-6', 'android-intent', 'docker-build', 'aws-api-gateway', 'openapi', 'iterator', 'jenkins', 'visual-studio', 'web-component', 'listview', 'pip', 'pandas', 'c#', 'lit-element', 'asynchronous', 'typeorm', 'jmockit', 'react-hook-form', 'avaloniaui', 'http-status-codes', 'active-model-serializers', 'styled-components', 'testing', 'dart', 'swift', 'hashmap', 'spring-boot', 'project', 'laravel-mix', 'node.js', 'junit5', 'nlp', 'react-hooks', 'twisted', 'colormap', 'r-s3', 'popmotion', 'windows', 'flutter', 'amazon-elastic-beanstalk', 'ruby-on-rails-6', 'twig', 'arrays', 'graphql', 'android-livedata', 'environment', 'laravel', 'browser', 'animation', 'pyinstaller', 'skia', 'char', 'dna-sequence', 'c', 'es6-promise', 'dockerfile', 'openapi-generator', 'llvm', 'migration', 'google-cloud-platform', 'java-8', 'webassembly', 'certificate', 'jestjs', 'react-context', 'firebase-test-lab', 'mgcv', 'connection', 'mongoengine', 'elasticsearch', 'unit-testing', 'webpack', 'python', 'custom-attributes', 'vue.js', 'xcode', 'gradle', 'actiontext', 'macos', 'amazon-web-services', 'polymer-3.x']",26,267,False,10,4.908422742248881,Nov 10,2020-11-10,11
390,801,75855.0,4.107692307692306,0.010559620328257859,0.8040210254682388,"['macos-system-extension', 'android-jetpack-compose', 'azure-sql-database', 'algorithm', 'apache-spark-2.3', 'encryption', 'spring-data-jpa', 'generator', 'eclemma', 'android-studio', 'aws-sdk-cpp', 'google-cloud-firestore', 'kubernetes-ingress', 'concurrency', 'javascript', 'jnotify', 'react-testing-library', 'datetime', 'entity-framework-core', 'exception', 'language-lawyer', 'custom-element', 'android-jetpack', 'asp.net-core-identity', 'properties', 'web-scraping', 'playframework', 'base', 'tensorflow-probability', 'subset', 'validation', 'ijulia-notebook', 'aws-lambda', 'data-science', 'sinon', 'draftjs', 'npm', 'csv', 'yup', 'msvcrt', '.net-core', 'r', 'linq', 'apache-spark-sql', 'string', 'amazon-cognito', 'deprecated', 'razor', 'gcloud', 'apache-spark', 'blazor', 'auth0', 'tensor', 'deap', 'jsdom', 'terminal', 'chocolatey', 'android-glide', 'forwarding', 'operating-system', 'react-native-webview', 'babeljs', 'adoptopenjdk', 'docker-compose', 'dpapi', 'textarea', 'touch-event', 'f-string', 'jupyter', 'arcore', 'android-storage', 'sse', 'google-maps-api-3', 'install-referrer', 'ubuntu', 'drawable', 'google-chrome', 'formik', 'build-variant', 'kaggle', 'overload-resolution', 'ubuntu-18.04', 'tensorflow', 'pygame', 'vectorization', 'unity3d', 'backwards-compatibility', 'error-handling', 'system-calls', 'sequence', 'firebase', 'c++', 'entity-framework-core-3.1', 'npm-start', 'java', 'next.js', 'multithreading', 'propagation', 'generative-adversarial-network', 'switch-statement', 'numpy', 'reactjs', 'ruby-on-rails', 'react-router', 'nvidia', 'scikit-learn', 'uuid', 'windows-10', 'unordered-set', 'python-3.x', 'julia', 'nuxt.js', 'dataframe', 'rx-java', 'avx', 'jquery-terminal', 'timedelta', 'ef-core-3.1', 'libreoffice', 'cg', 'selenium-chromedriver', 'cmake', 'kubernetes', 'angular9', 'service', 'android-gradle-plugin', 'jquery-events', 'window-functions', 'asp.net-core-3.0', 'nvm', 'angular-formbuilder', 'language-design', 'apache-flink', 'rvo', 'react-native', 'ssh', 'aws-xray', 'android', 'code-coverage', 'material-ui', 'performance', 'docker-desktop', 'javafx', 'file-type', 'jpa', 'genetic-algorithm', 'reverse-proxy', 'setup.py', 'segmentation-fault', 'scroll', 'multiprocessing', 'hashset', 'iframe', 'django', 'server-side-rendering', 'transclusion', 'angular', 'intrinsics', 'docker', 'binding', '.net', 'conda', 'html', 'pyspark', 'forward-compatibility', 'svg', 'linkedin-api', 'powershell', 'traefik', 'intellij-idea', 'intake', 'gsutil', 'google-analytics', 'd3.js', 'floating-point', 'selenium', 'spring', 'amazon-web-services', 'ruby', 'hibernate', 'pytorch', 'typescript', 'jupyter-notebook', 'react-router-dom', 'openproject', 'flutter-layout', 'git', 'initialization', 'streamlit', 'rabbitmq', 'vuetify.js', 'bootstrap-daterangepicker', 'c#-8.0', 'rabbitmq-exchange', 'angular-validation', 'buffer', 'webpack-4', 'gcc', 'machine-learning', 'purrr', 'typescript-eslint', 'android-layout', 'jasmine', 'neural-network', 'dask', 'vector', 'pip', 'dictionary', 'google-kubernetes-engine', 'pandas', 'c#', 'c++-concepts', 'payment', 'xpath', 'fork', 'orm', 'list', 'daterangepicker', 'amazon-sns', 'styled-components', 'recaptcha', 'dart', 'aes', 'pywin32', 'postgresql', 'kubernetes-helm', 'spring-boot', 'generics', 'kotlin', 'mastercard', 'accumulator', 'node.js', 'linux', 'jacoco', '.net-core-3.1', 'nlp', 'angular-forms', 'react-hooks', 'gpu', 'c++17', 'cookies', 'visual-studio-2019', 'apache-beam', 'sharedpreferences', 'android-viewbinding', 'sfinae', 'windows', 'flutter', 'setuptools', 'safari', 'redis-py', 'arrays', 'multer', 'redis', 'axios', 'jquery', 'android-livedata', 'driverkit', 'flutter-web', 'macos-catalina', 'tostring', 'pypi', 'webstorm', 'python-packaging', 'unix', 'events', 'android-studio-3.6', 'build.gradle', 'android-viewpager2', 'c', 'regex', 'icons', 'android-viewpager', 'android-tablayout', 'sql-server', 'firebaseui', 'java-8', 'firebase-authentication', 'jestjs', 'angular-ivy', 'multi-tenant', 'elasticsearch', 'webpack', 'unit-testing', 'signed-apk', 'python', 'vue.js', 'roslyn', 'putty', 'r-corrplot', 'gradle', 'c++20', 'macos', 'aws-amplify']",25,294,False,10,4.441457128926657,Nov 11,2020-11-11,11
206,392,21115.0,3.805825242718447,0.018565001183992427,0.8145815156558708,"['terraform', 'terraform-provider-aws', 'amazon-rds', 'postgresql']",18,4,False,1,1.0,Nov 12,2020-11-12,11
190,350,17955.0,3.684210526315789,0.019493177387914232,0.8189510376014365,"['material-components-android', 'firebase-crash-reporting', 'crashlytics', 'dart', 'swift', 'uidatepicker', 'ios', 'uikit', 'uiactivityviewcontroller', 'xml', 'stun', 'networking', 'unity3d', 'button', 'firebase', 'sdk', 'swiftui', 'crashlytics-android', 'flutter', 'tabview', 'navigationview', 'p2p', 'android-databinding', 'android-button', 'api', 'ios14', 'webrtc', 'jitpack', 'react-native', 'android', 'react-native-firebase', 'gradle']",18,32,False,6,2.9455645161290325,Nov 13,2020-11-13,11
363,773,65703.0,4.258953168044076,0.011765064000121759,0.8223937457764642,"['igraph', 'testcafe', 'algorithm', 'xamarin.forms', 'android-mediaprojection', 'try-finally', 'ios', 'react-redux', 'javascript', 'sass', 'tensorflow-model-garden', 'entity-framework-migrations', 'exception', 'abstraction', 'ngx-daterangepicker-material', 'combinations', 'remote-debugging', 'language-lawyer', 'wireless', 'tsx', 'sf', 'promise', 'spring-data-rest', 'java-14', 'slugify', 'dio', 'validation', 'mongodb', 'tailwind-css', 'graph', 'r', '.net-core', 'foreground-service', 'xaml', 'wcf', 'http-live-streaming', 'spring-mvc', 'string', 'containers', 'text', 'vscode-extensions', 'python-internals', 'webgl', 'jvm', 'google-colaboratory', 'ggplot2', 'ncbi', 'android-camera', 'entity-framework', 'compilation', 'react-test-renderer', 'mobile', 'provisioning-profile', 'comonad', 'for-loop', 'babeljs', 'dynamic', 'design-patterns', 'amazon-ecs', 'html5-canvas', 'function', 'push-notification', 'xamarin.ios', 'loops', 'wai-aria', 'service-worker', 'ubuntu', 'tensorflow2.0', 'continuations', 'static-linking', 'database', 'mongodump', 'chrono', 'mongoose', 'tensorflow', 'syntax', 'libc++', 'ggpubr', 'electron', 'label', 'firebase', 'c++', 'extern', 'type-hinting', 'java', 'next.js', 'rxjs', 'palette', 'storybook', 'swagger-codegen', 'tfidfvectorizer', 'numpy', 'histogram', 'itertools', 'reactjs', 'automated-tests', 'react-router', 'scikit-learn', 'css', 'linkage', 'web-accessibility', 'python-3.x', 'java-stream', 'dataframe', 'firebase-cloud-messaging', 'bioinformatics', 'selection-sort', 'pyyaml', 'sklearn-pandas', 'module', 'babel-loader', 'bottomnavigationview', 'format', 'numba', 'matplotlib', 'swagger', 'cmake', 'ios-provisioning', 'template-templates', 'yarnpkg', 'image', 'altair', 'create-react-app', 'mongodb-query', 'react-native', 'android', 'vscode-debugger', 'material-ui', 'flame', 'wpf', 'api-doc', 'charts', 'visual-studio-code', 'combine', 'spring-webflux', 'audio', 'flutter-dependencies', 'ggspatial', 'dplyr', 'django', 'angular', 'functional-programming', 'android-manifest', 'mysql', 'sdl-2', 'sorting', 'enzyme', 'psycopg2', 'ggpmisc', 'html', 'amazon-rds', 'gatsby', 'category-theory', 'vscode-settings', 'swiftui', 'clang', 'c++-standard-library', 'intellij-idea', 'core-graphics', 'docker-registry', 'bubble-sort', 'android-9.0-pie', 'selenium', 'd3.js', 'canvas', 'bar-chart', 'spring', 'floating-point', 'rxjs-marbles', 'java-11', 'pytorch', 'airflow', 'goto', 'android-edittext', 'typescript', 'nestjs', 'accessibility', 'data-binding', 'dom-events', 'entity-framework-6', 'openapi', 'g++', 'machine-learning', 'bytebuffer', 'visual-studio', 'angularjs', 'jasmine', 'dictionary', 'pip', 'share-intent', 'libstdc++', 'pandas', 'c#', 'swagger-2.0', 'pseudo-destructor', 'infrastructure-as-code', 'typeorm', 'list', 'aws-fargate', 'mediastream', 'centos7', 'countvectorizer', 'memory', 'testing', 'correlation', 'cypress', 'autocomplete', 'swift', 'ascii', 'dart', 'curve-fitting', 'lts', 'python-wheel', 'gis', 'generics', 'spring-boot', 'github-api', 'matrix', 'react-beautiful-dnd', 'templates', 'abstract-class', 'laravel-mix', 'linux', 'node.js', 'charat', 'adb', 'typescript-generics', 'react-hooks', 'c++17', 'react-navigation', 'sdk', 'asp.net-core-3.1', 'haddock', 'movable', 'spyder', 'tibble', 'better-sqlite3', 'torch', 'setuptools', 'flutter', 'angular-pipe', 'safari', 'tf-idf', 'std-function', 'monads', 'codesign', 'methods', 'plot', 'geom-col', 'import', 'node-mysql2', 'pyarrow', 'pyinstaller', 'macos-catalina', 'python-requests', 'mongo-shell', 'react-props', 'userdefaults', 'parquet', 'clang++', 'documentation', 'haskell', 'regex', 'date-range', 'openapi-generator', 'maven-plugin', 'amazon-cloudformation', 'react-navigation-bottom-tab', 'mongorestore', 'java-8', 'z-index', 'jestjs', 'seaborn', 'sdl-image', 'variadic-templates', 'webpack', 'unit-testing', 'react-native-web', 'python', 'xcode', 'c++-coroutine', 'spring-webclient', 'c++20', 'gradle', 'macos', 'amazon-web-services', 'angular10']",23,287,False,9,4.3382227528569,Nov 14,2020-11-14,11
480,1056,114960.0,4.4,0.00918580375782881,0.8173288731855158,"['spring-data-jpa', 'ios', 'blogdown', 'javascript', 'entity-framework-core', 'exception', 'mobile-safari', 'rtcpeerconnection', 'pyglet', 'graph', 'vmargs', 'r', '.net-core', 'recursion', 'deprecated', 'apache-spark', 'lambda', 'postman', 'woocommerce', 'scrollable', 'google-colaboratory', 'django-q', 'unity3d-unet', 'string-conversion', 'c++11', 'image-processing', 'ubuntu', 'deployment', 'aws-cli', 'qtwebengine', 'boot', 'controlvalueaccessor', 'next.js', 'android-biometric-prompt', 'numpy', 'protractor', 'robotframework', 'uiviewcontroller', 'scikit-learn', 'wordpress', 'tuples', 'binutils', 'module', 'multifile-uploader', 'cairo', 'directory-structure', 'pickle', 'enums', 'hikaricp', 'static-assert', 'database-migration', 'dependency-injection', 'captcha', 'crashlytics', 'ip-camera', 'amazon-s3', 'callback', 'google-cloud-sql', 'docker', 'mysql', 'android-emulator', 'html', 'fastapi', 'svg', 'vscode-settings', 'integration', 'swiftui', 'back', 'concave', 'bubble-sort', 'mpvolumeview', 'types', 'pytorch', 'api', 'flutter-layout', 'django-queryset', 'iphone', 'vuetify.js', 'liquibase', 'datatable', 'machine-learning', 'jdbc', 'visual-studio', 'android-layout', 'pandas', 'primeng', 'aws-fargate', 'typeorm', 'android-view', 'drag-and-drop', 'kotlin', 'qt', 'azure-devops', 'junit5', 'vuejs2', 'com', 'safari', 'arrays', 'import', 'tail-recursion', 'rounding', 'unit-testing', 'cors', 'vue.js', 'android-viewgroup', 'amazon-web-services', 'terraform', 'test-explorer', 'jackson', 'algorithm', 'android-studio', 'uikit', 'sql', 'koin', 'php-7.3', 'variadic', 'database-connection', 'open-source', 'linq', 'google-cloud-composer', 'pairing', 'python-internals', 'observable', 'ggplot2', 'full-text-search', 'vuex', 'for-loop', 'liquibase-hibernate', 'jsdoc', 'error-handling', 'c++', 'interface', 'benchmarking', 'firebase', 'uvicorn', 'java', 'rxjs', 'viewmodel', 'react-native-android', 'opencv', 'attribution', 'firebase-hosting', 'weasyprint', 'typetraits', 'firefox', 'python-2.x', 'task', 'android-sdk-tools', 'terraform-provider-azure', 'typeerror', 'matplotlib', 'kubernetes', 'hook-woocommerce', 'linker-scripts', 'mongodb-query', 'javascript-objects', 'react-native', 'draggesture', 'pretty-print', 'redux', 'connection-pooling', 'kustomize', 'clone', 'jpa', 'internals', 'aggregate', 'google-chrome-devtools', 'angular-cli-v9', 'google-sheets', 'identityserver4', 'package', 'airflow', 'git', 'sizeof', 'webpack-4', 'gcc', 'google-apps-script', 'vector', 'c#', 'pid', 'scheduling', 'authentication', 'dart', 'swift', 'postgresql', 'lumen', 'templates', 'tesseract', 'advanced-custom-fields', 'laravel-mix', 'multidimensional-array', 'remote-login', 'single-page-application', 'linux', 'windows-server-2019', 'bazel', 'plotly', 'asp.net-core-3.1', 'django-constraints', 'xamarin', 'deep-learning', 'flutter', 'sharp', 'indexing', 'jquery', 'build', 'boto3', 'azure-data-factory', 'c', 'tensorboard', 'android-room', 'angular-ivy', 'camera', 'python', 'cron', 'keras', 'hugo', 'azure', 'react-redux', 'google-cloud-firestore', 'bash', 'navigator', 'qemu', 'android-testing', 'duplicates', 'oracle', 'mongodb', 'redux-saga', 'containers', 'string', 'amazon-cognito', 'github', 'auth0', 'jwt', 'expo', 'android-camera', 'gatsby-image', 'rcpp', 'angular-cdk', 'google-chrome', 'networking', 'mockito', 'sql-server-2008', 'class-validator', 'reactjs', 'flask', 'react-navigation-v5', 'reactor', 'python-3.x', 'dataframe', 'nuxt.js', 'firebase-cloud-messaging', 'android-studio-3.0', 'asp.net-core-3.0', 'codecov', 'android', 'performance', 'eloquent', 'jmx', 'standards', 'django-models', 'server-side-rendering', 'aws-appsync', 'convex-polygon', '.net', 'web', 'r-markdown', 'sorting', 'authorization', 'clang', 'angular-material', 'visual-c++', 'virtual-machine', 'selenium', 'asp.net-core', 'google-analytics', 'spring', 'pandas-groupby', 'object-detection', 'nested-lists', 'bitwise-operators', 'legend-properties', 'android-camerax', 'stdvector', 'testing', 'node.js', 'where-clause', 'heroku', 'httpsys', 'visual-studio-2019', 'filepicker', 'office-ui-fabric', 'linker', 'laravel', 'coordinates', 'amazon-iam', 'seaborn', 'xcode', 'selenium-webdriver', 'rubygems', 'laravel-6', 'android-biometric', 'visual-studio-code', 'lan', 'lstm', 'macos', 'shapefile', 'ngfor', 'version-control', 'entity-framework-migrations', 'google-cloud-proxy', 'vpn', 'junit', 'jsondecoder', 'json', 'environment-variables', 'inner-classes', 'vscode-extensions', 'serialization', 'monorepo', 'otool', 'babeljs', 'docker-compose', 'ocr', 'mockk', 'function', 'default-constructor', 'push-notification', 'django-rest-framework', 'tensorflow', 'pygame', 'yaml', 'type-hinting', 'darwin', 'cran', 'ruby-on-rails', 'css', 'asp.net', 'sql-server-2012', 'selenium-chromedriver', 'cmake', 'ngrx', 'php', 'nuget-package-restore', 'optional', 'rinside', 'markdown', 'psychopy', 'django', 'angular', 'php-7.1', 'gatsby', 'pyspark', 'angular-directive', 'memcached', 'github-actions', 'azure-pipelines', 'homebrew', 'typescript', 'nestjs', 'swiftui-navigationlink', 'python-import', 'dyld', 'listview', 'pip', 'webrtc', 'continuous-integration', 'knitr', 'azure-web-app-service', 'list', 'b-tree-index', 'django-errors', 'paste', 'spring-boot', 'fast-ai', 'gpu', 'repository-pattern', 'stl', 'azure-artifacts', 'windows', 'draggable', 'graphql', 'angular-universal', 'android-sdk-manager', 'plot', 'android-measure', 'flutter-web', 'pyarrow', 'aws-cdk', 'android-database', 'amazon-cloudformation', 'sql-server', 'google-cloud-platform', 'sql-like', 'webpack', 'spring-webclient', 'devops', 'android-permissions', 'aggregation-framework']",24,399,False,10,4.4302086875480144,Nov 15,2020-11-15,11
306,618,46665.0,4.03921568627451,0.01324333011893282,0.8004929669101368,"['terraform', 'keras', 'android-jetpack-compose', 'kestrel', 'spring-data-jpa', 'azure', 'testflight', 'ios', 'constants', 'react-redux', 'sql', 'java-native-interface', 'javascript', 'sass', 'entity-framework-core', 'redhat', 'language-lawyer', 'constexpr', 'android-jetpack', 'apache-kafka', 'casting', 'aws-lambda', 'oracle', 'moya', 'spring-security-saml2', 'npm', 'csv', 'graph', '.net-core', 'linq', 'viewport', 'json', 'kotlin-coroutines', 'python-tesseract', 'expression', 'serialization', 'lambda', 'python-asyncio', 'void', 'entity-framework', 'responsive', 'spring-cloud-gateway', 'accordion', 'ocr', 'ionic5', 'c++11', 'integer', 'gradient', 'single-sign-on', 'google-chrome', 'tensorflow2.0', 'continuations', 'ubuntu-18.04', 'tensorflow', 'gradle', 'react-native-navigation', 'unity3d', 'protobuf-java', 'error-handling', 'react-navigation-drawer', 'pairwise', 'c++', 'mstest', 'keycloak', 'type-hinting', 'firebase', 'java', 'next.js', 'multithreading', 'vscode-tasks', 'serverless-framework', 'dialogflow-es', 'numpy', 'c++14', 'async-await', 'symfony', 'reactjs', 'uinavigationcontroller', 'ruby-on-rails', 'flask', 'css', 'uuid', 'react-navigation-v5', 'linearmodels', 'func', 'python-3.x', 'linq-to-sql', 'predicate', 'criteria-api', 'bert-language-model', 'privacy', 'relu', 'ef-core-3.1', 'angular9', 'android-gradle-plugin', 'image', 'bcrypt', 'video-streaming', 'react-native', 'php', 'android', 'material-ui', 'redux', 'coordinate-transformation', 'scipy', 'reverse-proxy', 'html-email', 'segmentation-fault', 'arm', 'combine', 'spring-security', 'visual-studio-code', 'stdmap', 'amazon-s3', 'callback', 'undefined-behavior', 'amazon-ec2', 'django', 'server-side-rendering', 'angular', 'aws-step-functions', 'docker', 'ignore', '.net', 'web', 'version', 'lombok', 'tf.keras', 'html', 'firebase-in-app-messaging', 'x-forwarded-for', 'debugging', 'pointers', 'vscode-settings', 'swiftui', 'saml-2.0', 'clang', 'angular-material', 'powershell', 'aws-sam', 'exoplayer2.x', 'eval', 'intellij-idea', 'memory-address', 'github-actions', 'werkzeug', 'asp.net-core', 'azure-pipelines', 'nginx', 'reactstrap', 'spring', 'types', 'pytorch', 'java-11', 'typescript', 'homebrew', 'javac', 'scrapy', 'node-mssql', 'dom-events', 'django-3.0', 'backpropagation', 'python-import', 'gcc', 'machine-learning', 'dictionary', 'polar-coordinates', 'pytest', 'pandas', 'c#', 'apache', 'ionic-framework', 'hololens', 'orm', 'list', 'tree', 'stargazer', 'nginx-reverse-proxy', 'authentication', 'android-mvvm', 'swift', 'postgresql', 'node-gyp', 'flask-session', 'monaco-editor', 'openssl', 'spring-boot', 'tesseract', 'domain-driven-design', 'reserved-words', 'kotlin', 'parameterized-query', 'task-parallel-library', 'node.js', 'apache-zookeeper', 'export-to-csv', 'operators', 'kotlin-coroutines-flow', 'c++17', 'react-hooks', 'tsql', 'rows', 'rxcpp', 'asp.net-core-3.1', 'express', 'react-navigation', 'assembly', 'legacy-code', 'torch', 'uiview', 'free', 'python-trio', 'arrays', 'amazon-cloudwatch-metrics', 'laravel', 'slidetoggle', 'keycloak-services', 'image-capture', 'jooq', 'c', 'variable-length-array', 'azure-functions', 'rgb', 'site-packages', 'amazon-iam', 'sql-server', 'amazon-cloudformation', 'awakefromnib', 'java-8', 'autograd', 'huggingface-transformers', 'variadic-templates', 'camera', 'unit-testing', 'python', 'statsmodels', 'c++20', 'vue.js', 'jestjs', 'spring-cloud', 'macos', 'amazon-web-services']",17,242,False,14,5.818250402935427,Nov 16,2020-11-16,11
338,683,56953.0,4.041420118343194,0.011992344564816605,0.7886857474311109,"['azure-application-insights', 'sql-server', '.net-core', 'azure', 'azure-web-app-service', 'sqlclient', 'azure-storage-blobs', 'asp.net', 'web-hosting']",29,9,False,3,1.6388888888888888,Nov 17,2020-11-17,11
